factid,yearid,locationid,topicid,questionid,stratificationid,datavalue,lowconfidence,highconfidence,samplesize
397,8,34,OWS,Q036,INC3550,28.8,20.2,39.3,250
398,8,44,OWS,Q036,AGEYR65PLUS,26.6,24.1,29.3,1874
399,8,18,PA,Q047,RACEBLK,29.8,25.5,34.5,583
400,8,29,OWS,Q036,INCNR,29.8,25.8,34.2,1087
401,8,23,OWS,Q037,OVERALL,35.3,33.8,36.8,10224
402,8,41,PA,Q047,RACE2PLUS,20.3,12.7,30.9,202
403,8,24,OWS,Q036,RACEHIS,30.8,26.1,36.0,564
404,8,8,OWS,Q037,FEMALE,28.4,26.7,30.0,4114
405,8,16,OWS,Q036,EDUCOGRAD,23.1,20.0,26.5,1218
406,8,4,OWS,Q036,AGEYR3544,30.4,25.9,35.3,777
407,8,34,OWS,Q037,AGEYR4554,41.8,34.6,49.3,457
408,8,53,OWS,Q037,INC2535,34.3,30.1,38.6,956
409,8,32,PA,Q047,AGEYR4554,27.2,21.8,33.2,501
410,8,44,OWS,Q036,RACE2PLUS,34.1,21.1,50.0,78
411,8,34,PA,Q047,INCNR,29.0,23.1,35.7,560
412,7,4,OWS,Q037,AGEYR5564,38.4,36.2,40.6,2787
413,8,55,OWS,Q037,EDUCOGRAD,35.9,33.0,38.9,1635
414,8,48,OWS,Q036,RACENAA,54.1,34.5,72.5,104
415,8,17,OWS,Q036,RACEHIS,36.7,32.6,41.0,700
416,8,25,OWS,Q036,RACEOTH,30.3,17.3,47.4,53
417,8,12,PA,Q047,AGEYR4554,27.3,23.5,31.4,2222
418,8,24,PA,Q047,AGEYR2534,20.4,17.6,23.4,1288
419,8,36,OWS,Q036,AGEYR5564,31.0,28.9,33.1,6866
420,8,39,PA,Q047,EDUCOGRAD,12.8,11.3,14.4,3762
421,8,9,PA,Q047,AGEYR1824,15.8,12.1,20.2,443
422,8,36,OWS,Q037,AGEYR1824,23.3,20.6,26.1,1982
423,8,13,OWS,Q036,RACEASN,12.2,7.6,18.8,166
424,8,15,OWS,Q037,AGEYR4554,33.7,30.4,37.2,1183
425,8,34,PA,Q047,EDUHS,43.7,33.2,54.8,193
426,8,12,OWS,Q037,EDUCOTEC,36.2,33.4,39.1,4165
427,8,21,OWS,Q036,INC75PLUS,33.2,29.9,36.7,1810
428,8,50,PA,Q047,RACEWHT,18.6,17.3,20.0,6026
429,8,32,OWS,Q036,EDUHS,33.6,26.3,41.7,254
430,8,49,OWS,Q037,AGEYR1824,25.0,22.0,28.3,977
431,8,41,OWS,Q037,EDUHSGRAD,32.5,29.6,35.6,1290
432,8,20,PA,Q047,EDUCOGRAD,11.8,10.7,12.9,4152
433,8,12,OWS,Q037,INC2535,38.0,32.5,43.7,1455
434,8,37,OWS,Q037,INC3550,39.7,34.6,45.0,513
435,8,36,OWS,Q037,RACEHPI,29.4,17.3,45.5,75
436,8,36,OWS,Q036,MALE,27.9,26.7,29.2,15565
437,8,41,PA,Q047,EDUHSGRAD,24.7,22.0,27.6,1404
438,8,36,PA,Q047,INC75PLUS,13.7,12.5,14.9,9721
439,8,18,OWS,Q037,AGEYR65PLUS,36.4,34.3,38.7,2765
440,8,18,PA,Q047,AGEYR4554,26.5,23.7,29.4,1195
441,8,39,OWS,Q037,RACEHIS,22.3,15.1,31.5,191
442,8,37,OWS,Q036,RACEWHT,29.4,27.3,31.6,2938
443,8,8,PA,Q047,INCNR,21.2,18.8,23.8,1437
444,8,39,OWS,Q037,AGEYR1824,24.4,20.2,29.0,616
445,7,29,FV,Q018,INCLESS15,45.9,40.0,51.9,609
446,8,34,OWS,Q036,INCLESS15,36.3,24.5,50.0,140
447,8,45,PA,Q047,INCNR,32.3,29.2,35.5,2070
448,8,31,OWS,Q037,AGEYR4554,34.7,31.8,37.9,1845
449,8,29,PA,Q047,RACEHIS,29.2,19.3,41.6,110
450,8,21,OWS,Q036,EDUHS,37.8,32.2,43.7,717
451,8,21,PA,Q047,INC3550,28.6,24.5,33.0,1018
452,8,25,PA,Q047,INCNR,28.0,24.9,31.4,1384
453,8,11,OWS,Q037,AGEYR4554,34.8,30.7,39.1,649
454,8,17,OWS,Q037,INCLESS15,31.6,25.9,37.9,445
455,8,17,OWS,Q037,AGEYR1824,23.6,18.9,29.0,388
456,8,1,PA,Q047,AGEYR2534,24.7,20.6,29.2,609
457,8,12,OWS,Q037,OVERALL,35.3,33.7,36.9,13804
458,8,29,OWS,Q037,INCLESS15,25.2,20.1,31.2,476
459,8,18,OWS,Q037,OVERALL,32.3,30.9,33.8,6885
460,8,42,PA,Q047,EDUHSGRAD,29.8,27.3,32.4,1863
461,8,4,OWS,Q036,INC1525,35.1,30.5,40.1,1141
462,8,5,OWS,Q037,INCLESS15,21.9,17.5,27.1,529
463,8,18,PA,Q047,RACEASN,15.3,7.6,28.4,65
464,8,44,OWS,Q036,AGEYR3544,26.9,22.6,31.8,581
465,8,13,PA,Q047,FEMALE,29.3,27.7,30.9,5188
466,8,28,OWS,Q037,AGEYR4554,33.9,30.1,37.9,897
467,8,32,OWS,Q037,INC2535,34.9,27.5,43.1,287
468,8,12,OWS,Q037,RACEWHT,36.0,34.3,37.7,10321
469,8,25,OWS,Q036,AGEYR3544,27.5,23.7,31.8,679
470,8,46,PA,Q047,INCLESS15,36.5,28.8,45.0,550
471,8,21,OWS,Q037,RACE2PLUS,27.0,16.1,41.7,130
472,8,38,OWS,Q036,RACEBLK,29.2,17.8,44.0,64
473,8,8,OWS,Q037,RACEASN,23.3,15.5,33.6,118
474,8,4,OWS,Q036,RACEOTH,31.7,18.8,48.3,105
475,8,16,PA,Q047,EDUHSGRAD,23.5,20.3,27.1,993
476,8,37,PA,Q047,EDUCOGRAD,12.4,10.6,14.3,1667
477,8,5,PA,Q047,AGEYR3544,27.2,22.4,32.5,433
478,8,25,OWS,Q036,AGEYR4554,29.4,26.1,32.8,989
479,8,36,OWS,Q036,RACEHIS,31.4,28.9,34.1,2463
480,8,20,PA,Q047,AGEYR5564,26.7,24.6,28.9,2198
481,8,38,OWS,Q036,INC2535,38.1,31.5,45.3,438
482,8,30,OWS,Q037,INC2535,39.4,33.4,45.8,468
483,8,38,OWS,Q037,FEMALE,30.1,27.4,33.0,2608
484,8,22,PA,Q047,INC3550,24.4,19.9,29.6,545
485,8,66,OWS,Q037,AGEYR1824,25.8,17.6,36.1,138
486,8,29,PA,Q047,AGEYR1824,15.4,11.2,20.7,281
487,8,53,OWS,Q036,EDUHS,31.4,27.1,36.2,618
488,8,24,OWS,Q036,OVERALL,30.9,29.8,32.1,16029
489,8,16,OWS,Q037,AGEYR2534,31.8,26.5,37.7,385
490,8,38,PA,Q047,AGEYR1824,12.5,8.8,17.5,252
491,8,23,OWS,Q037,AGEYR65PLUS,40.7,38.8,42.5,4746
492,8,55,OWS,Q037,RACENAA,42.1,19.6,68.4,125
493,8,1,OWS,Q037,EDUHSGRAD,32.3,29.4,35.2,1854
494,8,55,PA,Q047,EDUHS,36.2,29.0,44.1,248
495,8,2,PA,Q047,AGEYR2534,16.0,11.0,22.6,304
496,5,72,PA,Q044,RACEHIS,8.1,7.1,9.1,5174
497,8,22,OWS,Q037,RACE2PLUS,25.5,15.4,39.1,82
498,3,42,PA,Q047,OVERALL,26.3,25.2,27.4,10564
499,8,46,OWS,Q036,INC2535,32.0,25.3,39.5,662
500,8,66,OWS,Q036,INCNR,21.8,15.3,29.9,195
501,8,50,OWS,Q036,RACEWHT,28.0,26.4,29.8,5572
502,8,26,PA,Q047,AGEYR3544,21.4,18.8,24.3,1241
503,8,28,PA,Q047,FEMALE,36.7,34.6,38.8,3482
504,8,39,OWS,Q036,RACE2PLUS,36.5,27.3,46.9,214
505,8,49,PA,Q047,RACEHIS,31.6,28.1,35.4,923
506,8,13,OWS,Q037,RACEWHT,35.7,34.1,37.3,5064
507,8,8,PA,Q047,FEMALE,17.3,16.0,18.6,4574
508,8,10,PA,Q047,AGEYR1824,16.8,12.3,22.4,315
509,8,27,OWS,Q037,INC75PLUS,38.3,36.8,39.8,5726
510,8,42,OWS,Q037,EDUHSGRAD,34.4,31.6,37.3,1719
511,8,40,PA,Q047,INC3550,27.5,23.3,32.2,683
512,8,31,OWS,Q036,RACENAA,43.2,30.6,56.7,167
513,8,49,OWS,Q036,INCNR,24.1,21.3,27.2,1384
514,8,50,OWS,Q037,MALE,40.0,37.4,42.6,2820
515,8,33,OWS,Q036,INC75PLUS,27.1,24.3,30.0,1786
516,8,28,OWS,Q036,AGEYR4554,46.3,42.4,50.4,897
517,8,42,OWS,Q037,RACE2PLUS,38.9,26.5,53.1,75
518,8,72,OWS,Q036,AGEYR1824,18.8,14.0,24.7,317
519,8,30,OWS,Q036,AGEYR1824,11.6,8.2,16.1,276
520,8,37,OWS,Q037,AGEYR65PLUS,40.6,37.0,44.2,1338
521,8,6,OWS,Q036,INC75PLUS,20.9,19.2,22.6,3852
522,8,33,OWS,Q037,EDUCOGRAD,37.9,35.2,40.7,2276
523,8,33,OWS,Q037,RACEWHT,35.8,34.0,37.7,4879
524,8,54,OWS,Q037,RACEWHT,32.2,30.5,33.9,4292
525,8,21,OWS,Q037,AGEYR5564,31.3,28.0,34.9,1781
526,8,20,OWS,Q036,INCLESS15,41.7,37.0,46.5,644
527,8,56,PA,Q047,INCLESS15,26.9,20.8,33.9,242
528,8,48,OWS,Q037,RACEASN,34.4,24.8,45.4,215
529,8,44,OWS,Q037,INC1525,34.8,29.9,40.1,661
530,8,15,OWS,Q036,INC3550,21.8,18.4,25.7,868
531,7,6,OWS,Q037,EDUCOGRAD,36.6,34.4,38.8,3853
532,8,18,OWS,Q036,RACEOTH,33.3,19.3,51.0,62
533,8,1,OWS,Q037,RACE2PLUS,40.8,25.9,57.6,87
534,8,9,OWS,Q036,INCNR,24.2,21.2,27.4,1625
535,8,13,OWS,Q036,EDUHS,36.9,32.8,41.3,757
536,8,37,PA,Q047,RACEASN,14.5,6.2,30.3,55
537,8,38,OWS,Q037,INC5075,38.1,33.5,42.9,826
538,8,53,OWS,Q036,INC75PLUS,26.7,25.0,28.5,3926
539,8,2,OWS,Q036,RACEHIS,26.9,16.7,40.3,88
540,8,56,OWS,Q037,AGEYR5564,38.0,34.6,41.6,983
541,8,40,OWS,Q037,RACE2PLUS,32.9,25.7,40.9,252
542,8,17,OWS,Q036,EDUCOTEC,35.7,32.7,38.8,1276
543,8,55,PA,Q047,INCNR,27.4,22.8,32.6,654
544,8,11,PA,Q047,AGEYR65PLUS,28.0,25.3,30.8,1632
545,8,56,OWS,Q037,EDUCOTEC,33.8,30.7,37.0,1369
546,8,33,OWS,Q037,OVERALL,35.4,33.6,37.3,5235
547,8,35,OWS,Q036,INC75PLUS,28.9,25.7,32.3,1491
548,8,28,OWS,Q037,AGEYR2534,32.9,28.1,38.1,552
549,8,51,OWS,Q036,OVERALL,30.4,29.1,31.6,9517
550,8,28,PA,Q047,INCLESS15,48.4,43.6,53.3,782
551,8,40,PA,Q047,RACEBLK,32.5,26.2,39.4,285
552,8,44,OWS,Q037,RACE2PLUS,29.6,18.3,44.2,78
553,8,6,OWS,Q037,OVERALL,36.4,35.1,37.6,10856
554,8,45,OWS,Q037,EDUHSGRAD,34.1,31.7,36.6,2974
555,8,19,OWS,Q037,INC5075,35.1,32.3,38.0,1396
556,8,8,OWS,Q037,MALE,43.1,41.3,44.9,4115
557,8,1,OWS,Q036,EDUHSGRAD,36.6,33.7,39.6,1854
558,8,33,PA,Q047,AGEYR4554,20.4,17.4,23.8,881
559,8,72,OWS,Q037,INC3550,36.7,30.3,43.7,290
560,8,46,PA,Q047,INC75PLUS,14.6,11.9,17.7,1703
561,8,17,PA,Q047,INC75PLUS,13.1,11.3,15.1,1777
562,8,2,PA,Q047,INCLESS15,38.6,27.9,50.4,184
563,8,22,OWS,Q037,RACEBLK,26.9,23.7,30.3,1136
564,8,29,OWS,Q037,INC2535,29.5,24.3,35.3,546
565,8,9,PA,Q047,EDUCOTEC,19.5,17.6,21.6,2567
566,8,66,OWS,Q037,OVERALL,32.4,29.2,35.8,1515
567,8,23,OWS,Q037,AGEYR3544,32.1,27.8,36.7,842
568,8,51,OWS,Q037,EDUHS,30.8,26.2,35.8,650
569,8,44,PA,Q047,AGEYR3544,24.8,20.7,29.5,628
570,8,15,PA,Q047,FEMALE,23.5,21.5,25.6,4059
571,8,49,PA,Q047,MALE,15.8,14.5,17.1,5214
572,8,33,PA,Q047,INC2535,26.8,21.6,32.8,423
573,8,50,OWS,Q036,AGEYR1824,19.3,13.9,26.1,203
574,8,17,PA,Q047,AGEYR3544,22.6,19.3,26.4,746
575,8,25,PA,Q047,AGEYR2534,19.8,16.2,24.0,804
576,8,18,OWS,Q036,INC3550,33.3,29.2,37.5,855
577,8,19,PA,Q047,RACE2PLUS,20.4,13.7,29.2,117
578,8,46,OWS,Q036,EDUHSGRAD,28.3,24.9,32.0,1913
579,8,33,OWS,Q037,EDUCOTEC,35.0,31.6,38.7,1294
580,8,18,OWS,Q037,MALE,35.9,33.8,38.1,3055
581,8,10,OWS,Q037,AGEYR65PLUS,38.0,35.1,40.9,1710
582,8,15,OWS,Q036,MALE,26.8,24.9,28.7,3684
583,10,24,OWS,Q036,RACEHIS,30.9,26.8,35.4,675
584,8,51,OWS,Q037,RACEWHT,35.9,34.4,37.4,6889
585,8,5,OWS,Q037,INCNR,32.9,28.0,38.2,845
586,8,54,OWS,Q036,AGEYR2534,40.8,35.4,46.3,378
587,8,9,PA,Q047,RACEOTH,26.2,18.7,35.5,142
588,8,26,PA,Q047,EDUHS,38.7,33.6,44.0,486
589,8,50,PA,Q047,AGEYR4554,20.0,17.1,23.2,1082
590,8,6,PA,Q047,INC1525,32.1,29.0,35.4,1319
591,8,23,PA,Q047,EDUHSGRAD,29.2,26.8,31.8,3184
592,8,56,PA,Q047,AGEYR1824,9.6,6.1,14.8,205
593,8,66,OWS,Q036,EDUCOGRAD,22.7,18.1,28.0,496
594,8,39,PA,Q047,INC3550,25.6,22.6,28.9,1551
595,8,32,PA,Q047,RACENAA,30.3,16.8,48.4,50
596,8,13,OWS,Q036,AGEYR2534,32.7,29.3,36.3,914
597,8,45,PA,Q047,INCLESS15,41.8,37.2,46.5,984
598,8,72,PA,Q047,FEMALE,54.2,51.9,56.4,2982
599,8,41,OWS,Q036,FEMALE,30.8,28.7,33.0,2839
600,8,31,OWS,Q036,INC2535,34.5,30.6,38.5,1390
601,8,72,PA,Q047,INCLESS15,53.6,50.3,56.8,1574
602,5,66,PA,Q045,EDUCOTEC,30.2,24.6,36.4,373
603,8,26,OWS,Q037,AGEYR3544,35.3,31.9,38.8,1146
604,8,6,OWS,Q037,EDUCOTEC,35.2,32.9,37.6,2719
605,8,40,PA,Q047,RACE2PLUS,25.1,18.8,32.6,258
606,8,10,OWS,Q037,AGEYR1824,28.0,21.2,36.0,253
607,8,6,OWS,Q036,EDUCOTEC,27.6,25.6,29.8,2719
608,8,19,OWS,Q036,RACEBLK,45.7,36.6,55.0,140
609,8,4,OWS,Q037,RACENAA,30.5,23.8,38.1,606
610,8,29,OWS,Q036,INC2535,36.4,30.4,42.8,546
611,8,1,OWS,Q037,INC3550,35.9,31.4,40.7,688
612,8,54,OWS,Q036,EDUHS,41.8,36.3,47.5,443
613,8,16,OWS,Q036,AGEYR5564,31.8,27.3,36.6,624
614,8,15,PA,Q047,AGEYR2534,14.2,11.5,17.3,926
615,8,15,PA,Q047,AGEYR1824,16.9,13.5,21.0,522
616,8,32,PA,Q047,OVERALL,25.0,22.8,27.3,3220
617,8,40,OWS,Q036,INC1525,38.3,33.7,43.1,724
618,8,4,OWS,Q037,AGEYR3544,36.1,31.3,41.2,777
619,8,1,OWS,Q036,INC3550,37.7,33.0,42.6,688
620,8,16,OWS,Q036,MALE,29.7,26.8,32.7,1766
621,8,27,OWS,Q036,RACEWHT,30.0,29.1,30.9,13700
622,8,54,OWS,Q036,INC75PLUS,37.8,34.0,41.7,930
623,8,44,PA,Q047,EDUHSGRAD,31.7,28.3,35.2,1343
624,8,41,OWS,Q037,INC3550,33.2,28.7,38.0,645
625,8,45,OWS,Q037,INC1525,30.5,27.4,33.9,1561
626,1,29,OWS,Q037,INCNR,27.8,23.9,32.2,905
627,8,9,OWS,Q037,FEMALE,30.3,28.5,32.1,5204
628,8,50,PA,Q047,INC2535,22.3,18.0,27.4,597
629,8,20,PA,Q047,RACEBLK,26.2,21.3,31.6,444
630,8,72,OWS,Q037,AGEYR2534,29.6,25.3,34.3,615
631,8,20,OWS,Q037,AGEYR5564,34.8,32.4,37.2,2030
632,8,11,OWS,Q036,AGEYR65PLUS,25.2,22.6,28.0,1542
633,8,12,OWS,Q036,RACEWHT,28.0,26.5,29.6,10321
634,8,24,OWS,Q036,EDUHSGRAD,31.7,29.6,33.9,4052
635,5,72,PA,Q046,EDUCOTEC,14.2,12.0,16.8,1314
636,8,2,OWS,Q036,EDUHSGRAD,30.7,26.2,35.6,734
637,8,40,OWS,Q036,RACEBLK,43.4,36.2,50.9,252
638,8,35,OWS,Q036,MALE,31.2,28.8,33.6,2970
639,8,37,OWS,Q036,INC3550,35.1,30.1,40.4,513
640,8,21,PA,Q047,AGEYR5564,42.3,38.6,46.1,1908
641,5,66,OWS,Q037,EDUHSGRAD,36.4,31.2,41.9,595
642,8,24,OWS,Q036,EDUCOTEC,35.6,33.2,38.0,3621
643,8,12,OWS,Q036,INC75PLUS,27.5,24.6,30.6,2993
644,8,4,PA,Q047,AGEYR2534,17.2,13.6,21.4,804
645,8,47,OWS,Q037,INC1525,30.0,25.4,35.0,772
646,8,55,OWS,Q037,EDUHS,38.1,30.1,46.7,224
647,8,38,OWS,Q036,EDUHSGRAD,38.2,34.7,41.8,1422
648,4,66,OWS,Q036,INC5075,28.6,22.3,35.8,301
649,8,8,OWS,Q037,AGEYR2534,33.5,30.4,36.9,971
650,8,41,OWS,Q036,AGEYR1824,14.9,11.3,19.4,402
651,8,13,OWS,Q037,EDUCOTEC,34.6,32.3,37.1,2155
652,8,19,PA,Q047,INC2535,30.7,26.6,35.1,736
653,8,46,OWS,Q036,AGEYR3544,35.8,30.1,42.0,703
654,8,4,OWS,Q036,INC5075,29.6,25.3,34.3,1070
655,8,45,PA,Q047,EDUHSGRAD,32.0,29.8,34.4,3186
656,8,19,OWS,Q037,FEMALE,29.4,27.9,31.0,4229
657,8,30,PA,Q047,INC2535,24.9,20.2,30.3,485
658,8,30,OWS,Q037,RACEHIS,40.7,27.7,55.1,102
659,8,16,OWS,Q036,INC75PLUS,26.5,22.8,30.6,909
660,8,27,PA,Q047,INC1525,31.1,28.6,33.7,1852
661,8,35,OWS,Q037,INCNR,31.9,26.8,37.4,684
662,8,11,OWS,Q036,INC75PLUS,15.6,13.6,17.8,1831
663,8,55,OWS,Q037,INC75PLUS,38.2,34.9,41.4,1374
664,8,49,PA,Q047,AGEYR1824,11.8,9.6,14.4,1056
665,8,24,OWS,Q037,AGEYR3544,36.7,33.6,39.9,1526
666,8,35,OWS,Q037,EDUCOTEC,35.8,32.6,39.2,1639
667,8,13,OWS,Q037,AGEYR4554,34.8,31.8,37.8,1337
668,8,46,OWS,Q037,INCLESS15,26.5,20.1,34.1,529
669,8,18,PA,Q047,INC1525,38.3,34.5,42.3,1035
670,8,22,OWS,Q036,RACE2PLUS,37.3,25.1,51.4,82
671,8,47,PA,Q047,INCNR,37.6,33.0,42.4,878
672,8,48,OWS,Q036,INC1525,38.1,32.7,43.8,1415
673,8,29,OWS,Q036,FEMALE,35.7,33.2,38.3,3205
674,8,55,OWS,Q036,INCLESS15,35.2,27.7,43.6,297
675,8,31,PA,Q047,EDUCOTEC,20.0,18.5,21.7,4492
676,8,51,PA,Q047,EDUCOTEC,21.0,19.0,23.0,2607
677,8,25,OWS,Q036,RACEHIS,30.2,25.4,35.5,453
678,8,36,OWS,Q037,RACEWHT,34.5,33.3,35.6,24554
679,5,10,OWS,Q036,INC1525,40.6,34.8,46.7,532
680,8,42,OWS,Q037,AGEYR3544,34.9,30.7,39.3,760
681,8,25,OWS,Q037,AGEYR3544,36.2,31.7,40.9,679
682,8,48,PA,Q047,INCNR,31.6,27.0,36.4,2225
683,8,39,OWS,Q036,AGEYR3544,38.8,35.1,42.7,1197
684,8,16,OWS,Q037,EDUHS,27.8,21.3,35.4,249
685,8,8,OWS,Q036,INC1525,28.4,25.0,32.1,892
686,8,18,OWS,Q037,INC75PLUS,35.2,32.3,38.2,1644
687,8,30,OWS,Q036,RACEWHT,25.9,24.2,27.6,3910
688,8,36,OWS,Q037,EDUHS,38.2,34.8,41.8,2338
689,8,15,OWS,Q036,INCLESS15,29.4,23.9,35.5,535
690,8,9,OWS,Q037,AGEYR1824,31.3,26.2,36.8,405
691,8,51,PA,Q047,RACEWHT,20.8,19.7,22.1,7283
692,8,1,OWS,Q036,INC5075,38.6,33.9,43.6,758
693,8,49,OWS,Q036,FEMALE,26.8,25.2,28.4,4685
694,8,28,PA,Q047,INCNR,35.4,31.8,39.2,1100
695,8,34,PA,Q047,RACEASN,12.1,7.0,20.2,156
696,8,17,OWS,Q036,RACE2PLUS,28.9,17.9,43.0,61
697,8,47,OWS,Q036,AGEYR3544,38.4,33.5,43.6,629
698,8,20,OWS,Q036,RACE2PLUS,38.1,29.2,47.8,150
699,8,51,OWS,Q036,FEMALE,30.2,28.5,32.0,5102
700,8,40,OWS,Q037,INC3550,36.7,32.1,41.6,651
701,8,54,OWS,Q037,INCLESS15,27.8,23.2,33.0,504
702,8,36,PA,Q047,MALE,21.1,20.0,22.3,16485
703,8,10,OWS,Q036,RACEWHT,32.4,30.4,34.5,3298
704,8,40,PA,Q047,AGEYR5564,34.6,31.2,38.1,1073
705,8,17,OWS,Q037,AGEYR5564,38.7,35.2,42.3,981
706,8,51,OWS,Q037,AGEYR4554,35.0,32.1,38.1,1568
707,8,12,PA,Q047,INC5075,20.4,17.1,24.3,1819
708,8,55,OWS,Q036,AGEYR2534,34.4,29.4,39.8,477
709,8,21,OWS,Q036,INC1525,41.3,36.4,46.3,1074
710,8,20,OWS,Q037,INC75PLUS,37.6,35.5,39.7,2964
711,8,20,PA,Q047,RACE2PLUS,21.6,14.9,30.3,161
712,7,54,FV,Q019,RACEBLK,19.8,11.8,31.4,104
713,8,53,PA,Q047,EDUCOTEC,17.2,15.8,18.7,4007
714,8,4,PA,Q047,INCNR,23.9,20.5,27.8,1432
715,8,24,OWS,Q037,INC1525,29.5,26.0,33.2,1559
716,8,47,PA,Q047,AGEYR2534,18.1,14.6,22.2,608
717,8,35,PA,Q047,INCLESS15,35.5,31.2,40.1,853
718,8,33,OWS,Q036,AGEYR2534,24.7,19.5,30.7,325
719,8,26,OWS,Q036,INCNR,28.0,25.1,31.1,1446
720,8,32,OWS,Q037,AGEYR65PLUS,41.0,36.4,45.9,988
721,8,66,PA,Q047,MALE,27.7,22.9,33.0,732
722,8,25,PA,Q047,RACEASN,16.2,11.0,23.2,224
723,8,9,OWS,Q036,AGEYR4554,33.5,30.7,36.5,1684
724,8,40,OWS,Q037,AGEYR5564,36.8,33.3,40.5,1000
725,8,31,PA,Q047,RACEWHT,21.7,20.7,22.8,12824
726,8,12,OWS,Q036,RACEASN,14.5,7.2,26.8,135
727,8,5,PA,Q047,INCLESS15,44.4,38.4,50.6,560
728,8,41,PA,Q047,INC3550,21.4,17.4,26.0,679
729,8,11,OWS,Q036,INC2535,32.3,23.9,41.9,222
730,8,46,PA,Q047,AGEYR3544,15.3,11.3,20.3,752
731,8,38,OWS,Q036,RACENAA,44.8,34.7,55.3,168
732,6,4,OWS,Q036,MALE,30.2,28.0,32.5,4358
733,6,9,PA,Q047,EDUHSGRAD,27.7,25.6,29.9,2614
734,6,9,OWS,Q037,INC75PLUS,38.4,36.3,40.4,3953
735,6,35,OWS,Q036,RACENAA,37.5,31.9,43.4,534
736,6,4,OWS,Q036,RACEOTH,28.3,16.2,44.7,97
737,6,53,OWS,Q036,INC1525,32.4,29.3,35.7,1418
738,6,29,PA,Q047,MALE,23.8,21.7,26.1,3052
739,6,42,OWS,Q036,RACEBLK,38.5,33.4,44.0,534
740,6,32,OWS,Q037,OVERALL,36.5,34.3,38.7,3981
741,6,2,OWS,Q037,INCNR,31.4,23.1,41.0,250
742,6,54,PA,Q047,INC1525,33.3,30.2,36.5,1191
743,6,5,PA,Q047,EDUHS,54.5,46.9,62.0,524
744,6,27,PA,Q047,RACEHIS,32.4,28.3,36.8,659
745,6,12,PA,Q047,AGEYR3544,28.5,25.7,31.4,3761
746,6,39,OWS,Q036,INC3550,30.9,27.4,34.5,1478
747,6,66,OWS,Q037,AGEYR65PLUS,34.5,26.6,43.3,268
748,6,54,OWS,Q036,RACEBLK,43.9,35.4,52.8,173
749,6,29,OWS,Q036,INC5075,33.4,28.9,38.3,889
750,8,8,OWS,Q037,INCNR,31.7,28.5,35.1,1109
751,8,66,OWS,Q036,OVERALL,29.8,26.6,33.3,1515
752,8,34,PA,Q047,AGEYR2534,23.9,18.3,30.7,415
753,8,31,OWS,Q036,EDUHS,39.5,34.6,44.7,857
754,8,27,OWS,Q037,EDUHS,33.3,28.9,38.0,568
755,8,23,OWS,Q036,AGEYR65PLUS,27.2,25.5,28.9,4746
756,8,12,OWS,Q036,EDUHS,37.2,31.5,43.2,1230
757,8,38,PA,Q047,EDUHS,31.0,24.1,38.7,294
758,8,20,OWS,Q036,AGEYR3544,39.8,36.6,43.2,1110
759,8,66,OWS,Q037,EDUHS,22.4,14.2,33.3,132
760,8,23,OWS,Q036,INC5075,30.2,26.7,34.1,1527
761,8,42,OWS,Q036,AGEYR65PLUS,28.3,25.6,31.2,1704
762,8,20,OWS,Q037,RACEHIS,36.6,31.6,41.9,466
763,8,28,OWS,Q036,INC1525,44.0,40.0,48.1,1099
764,8,35,OWS,Q037,EDUHS,33.2,28.8,37.9,721
765,8,36,OWS,Q036,RACE2PLUS,32.4,25.8,39.7,557
766,8,37,OWS,Q037,AGEYR2534,32.2,28.0,36.8,549
767,8,48,PA,Q047,FEMALE,28.8,26.4,31.5,6199
768,8,42,PA,Q047,RACEBLK,28.6,24.3,33.5,674
769,8,48,OWS,Q037,AGEYR4554,38.4,33.5,43.5,1472
770,8,34,OWS,Q036,MALE,25.8,22.5,29.4,1384
771,8,39,OWS,Q037,AGEYR5564,36.1,33.6,38.6,2722
772,8,10,OWS,Q037,MALE,39.4,36.6,42.2,2119
773,8,18,OWS,Q036,RACEWHT,33.6,32.0,35.2,5746
774,8,18,PA,Q047,OVERALL,27.4,26.1,28.7,7594
775,8,66,OWS,Q037,INC3550,32.9,24.8,42.2,187
776,8,66,OWS,Q036,INC2535,23.5,16.3,32.5,183
777,8,27,OWS,Q037,INC1525,32.1,29.4,34.8,1681
778,8,54,PA,Q047,INC2535,24.6,20.7,28.9,651
779,8,40,OWS,Q037,OVERALL,34.8,33.1,36.5,4855
780,8,8,OWS,Q036,AGEYR4554,29.2,26.5,32.2,1235
781,8,51,OWS,Q036,RACENAA,29.4,16.9,46.0,87
782,8,40,OWS,Q036,EDUHS,33.2,27.5,39.4,357
783,8,56,PA,Q047,AGEYR5564,27.5,24.5,30.8,1045
784,8,27,PA,Q047,AGEYR2534,16.4,14.6,18.4,2006
785,8,19,OWS,Q037,RACEASN,24.1,15.7,35.2,78
786,8,32,PA,Q047,EDUCOTEC,21.0,17.8,24.6,1020
787,8,16,PA,Q047,INCLESS15,31.3,24.3,39.3,279
788,8,37,PA,Q047,FEMALE,27.1,24.9,29.4,2522
789,8,33,PA,Q047,RACEHIS,34.3,20.5,51.3,68
790,8,40,OWS,Q036,OVERALL,34.8,33.1,36.6,4855
791,8,39,PA,Q047,RACEBLK,30.2,26.0,34.7,795
792,8,10,PA,Q047,INCNR,32.5,28.6,36.6,976
